qitem,label,field,statements,date_of_birth,occupation_names,description
Q134267911,Jenifer Kageye,Other / unspecified,7,,darts player,Darts Player
Q136952149,Jenneth Prischa,Arts & entertainment,7,,musician,Ugandan musician
Q124672621,Jessica Kyeyune,Other / unspecified,7,,professional,National Content Specialist
Q140638290,Jinan Nakato,Other sport,7,,swimmer,Ugandan Swimmer
Q130614023,Joan Adong,Football,7,,association football player,Ugandan footballer
Q131278650,Joan Akello,Other / unspecified,7,,freelance journalist,Ugandan journalist
Q133892716,Joan Kyatuka,Other sport,7,,golfer,Golfer
Q130612884,Joan Nantongo,Football,7,,association football player,Ugandan Footballer
Q139621717,Joselynne Rwabogo,Other / unspecified,7,,engineer,Ugandan engineer
Q139658956,Josephine Acham,Activism & social work,7,,human rights defender,Human Rights Defender
Q133846446,Josephine Nakafeero,Media & writing,7,,journalist,NBS News anchor television presenter
Q130612671,Josephine Ndagire,Football,7,,association football player,Ugandan Footballer
Q133872849,Joweria Namanda,Other sport,7,,golfer,Golfer
Q136902034,Joy Dinah Okono,Other / unspecified,7,,program manager,Ugandan program manager
Q133887678,Joy Serunjogi,Other / unspecified,7,,field hockey,Ugandan field hockey player
Q136902033,Joyce Nabaloga,Business & finance,7,,accountant,Ugandan accountant
Q137992191,Joyce Nabatta Namuli,Politics & government,7,,politician,Ugandan politician
Q133462756,Joyce Nakibuule,Other sport,7,,netballer,Ugandan netball player
Q140593667,Judith Isaa,Politics & government,7,,politician,Ugandan politician
Q133933851,Judith Mbabazi,Academia & education,7,,lecturer,A Ugandan academician in field of environment sustainability
Q134270513,Judith Ombuor,Other sport,7,,swimmer,Ugandan swimmer
Q133848815,Julia Namwewo,Other sport,7,,golfer,Golfer
Q133892325,Juliet Nandawula,Other sport,7,,rugby player,Ugandan rugby player
Q136622014,Juliete Sabano,Other sport,7,1973-07-07T00:00:00Z,basketball player,Ugandan basketball player (born 1973)
Q137999845,Kabugho Marilyn,Politics & government,7,,politician,Ugandan politician
Q134054797,Kaitesi Blessing,Other sport,7,,swimmer,Ugandan swimmer
Q138000356,Kansiime Annet Marjorie,Politics & government,7,,politician,Ugandan politician
Q134054850,Karima Katemba,Other sport,7,,swimmer,Ugandan swimmer
Q140627872,Karimah Katemba,Other sport,7,,swimmer,Ugandan Swimmer
Q133848742,Kate Muganga,Other sport,7,,golfer,Golfer
Q139963325,Katusiime Adrine Mwebesa,Politics & government,7,,politician,Ugandan politician
Q140549144,Keilah Sebaana,Other sport,7,,swimmer,Ugandan swimmer
Q139555099,Keita Doreen,Politics & government,7,,"politician, entrepreneur",Ugandan politician
Q134270891,Kezia Wairimu,Other sport,7,,swimmer,Ugandan swimmer
Q140627547,Khyati Deshpande,Other sport,7,,swimmer,Ugandan swimmer
Q137029808,Kyamazima Beatrice,Other / unspecified,7,,stenographer,Stenographer Kyambogo University
Q131384553,Lamu,Arts & entertainment,7,,"musician, television personality",Ugandan artist
Q133892619,Laura Natukunda,Other sport,7,,golfer,Golfer
Q133875922,Laura Orobi,Other / unspecified,7,,professor,First female professor Makerere University Business School
Q135646343,Leah Eryenyu,Other / unspecified,7,,"community leader, political economist",Ugandan Feminist Political Economist
Q134113099,Leila Blick Mayanja,Other / unspecified,7,,rally driver,Motorsport rally driver
Q133857432,Leona Acen,Other sport,7,,rugby player,Rugby player
Q133463882,Lilian Akello,Football,7,,association football player,Ugandan football player
Q133839328,Lillian Ayee,Other sport,7,,tennis player,Ugandan Junior tennis player
Q133848730,Lillian Koowe,Other sport,7,,golfer,Golfer
Q133934039,Lillian Nagawa,Other / unspecified,7,,engineer,A Ugandan engineer
Q133459961,Lillian Nakiirya,Football,7,,association football player,Ugandan footballer
Q136622015,Linda Bridget Tamale,Other sport,7,1984-02-29T00:00:00Z,basketball player,Ugandan basketball player (born 1984)
Q140571066,Lisa Bawole,Other sport,7,,swimmer,Ugandan   Swimmer
Q133848866,Loveness Mungure,Other sport,7,,golfer,Ugandan golfer
Q134113173,Lucy Bunyenyezi,Arts & entertainment,7,,"actor, model",Actress
Q133846432,Lydia Nabakooza,Media & writing,7,,journalist,"NBS BUSINESS , OIL AND GAS PRODUCER"
Q133884369,Lydia Namabiro,Other sport,7,,rugby player,Ugandan rugby player
Q139659279,Lydia Ochieng Obbo,Law,7,,lawyer,Ugandan lawyer
Q104650700,Lynette Olokojo,Other / unspecified,7,,editor,Editor
Q133831659,Magara Scovia,Academia & education,7,,lecturer,A lecturer in Department of Political Science and Public Administration at Kyambogo University.
Q133842353,Maggie Namaganda,Other sport,7,,tennis player,Ugandan tennis player
Q140636944,Malaika Nassuna Miiro,Other sport,7,,swimmer,Ugandan Swimmer
Q131161243,Margaret M. Opolot,Media & writing,7,,writer,Ugandan author
Q79827763,Margaret Nakakeeto,Other / unspecified,7,,,Neonatal Pediatrician and scientist
Q133887724,Margaret Nassiwa,Other / unspecified,7,,field hockey player,Ugandan field hockey player
Q130613891,Maria Gorret Nabbanja,Football,7,,association football player,Ugandan Footballer
Q133842311,Mariam Etiang,Other sport,7,,tennis player,Ugandan tennis player
Q133858551,Mariam Mayanja Nkalubo,Other / unspecified,7,,,"Buganda Kingdom Minister for Gender, Water and Environment"
Q84356859,Marie Corrazon,Arts & entertainment,7,,actor,Ugandan actress
Q130613808,Marion Amangat,Football,7,,association football player,Ugandan Footballer
Q133884391,Mary Ayot Gloria,Other sport,7,,rugby player,Ugandan rugby player
Q134176645,Mary Kagoire Ochieng,Academia & education,7,,lecturer,lecturer
Q134054787,Mary Peyton Ssubi,Other sport,7,,swimmer,Ugandan swimmer
Q130368953,Mary Ssebugga,Activism & social work,7,,social worker,Ugandan Economic support and development social worker
Q141265903,Mary T. Wenene,Politics & government,7,,"secretary, civil servant",Ugandan secretary
Q139882165,Maryline Kabugho,Politics & government,7,,politician,Ugandan politician
Q139270049,Masamba Jackline Rukyamuzi,Other / unspecified,7,,human resource management,Human Resource Manager
Q138500240,Melissa Kiguwa,Other / unspecified,7,,,Poet
Q133842350,Melonie Nahirya,Other sport,7,,tennis player,Ugandan tennis player
Q133842428,Meron Kyomugisha,Other sport,7,,golfer,Ugandan golfer
Q131362930,Mildred Pedun,Media & writing,7,,journalist,Ugandan Journalist
Q134176940,Miria Frances Agunyo,Academia & education,7,,lecturer,Lecturer
Q134176728,Miriam Gesa Mutabazi,Academia & education,7,,lecturer,Researcher
Q130613839,Molly Naava Nabitaka,Football,7,,association football player,Ugandan Footballer
Q137357356,Monica Opio,Other / unspecified,7,,"painter, fashion designer, textile artist","painter, fashion designer, textile artist"
Q133875876,Monica Tushabe,Academia & education,7,,lecturer,Lecturer Makerere University Business School
Q135424632,Muduwa Brenda,Other sport,7,,boxer,Ugandan Boxer
Q135427593,Nabachwa Shakira,Other sport,7,,boxer,Ugandan Boxer
Q133864776,Nabakooza Flavia,Other / unspecified,7,,high court judge,Acting High Court Judge
Q135424817,Nabbumba Shamim,Other sport,7,,boxer,Ugandan Boxer
Q131105741,Nabwami Mary Assumpta,Other / unspecified,7,,painter,Ugandan painting artist
Q133459985,Nadia Najjemba,Other sport,7,,boxer,Ugandan boxer
Q138000271,Nahwera Prossy,Politics & government,7,,politician,Ugandan politician
Q133880064,Naiga Rukia,Other sport,7,,,Professional Pool table player
Q119242232,Najjemba Rebecca,Media & writing,7,,writer,Ugandan author
Q136089047,Nakabuye Kevin,Other sport,7,,boxer,Ugandan Boxer
Q136804685,Nakiyinji Veronica Lugya,Arts & entertainment,7,,musician,Ugandan Musician
Q135427545,Nalule Leila,Other sport,7,,boxer,Ugandan Boxer
Q134190367,Namata Ruth Kiwuulo Mbabazi,Other / unspecified,7,,performing artist,Artist
Q136622347,Namiiro Sarah Kaaya Bunamwaya,Other sport,7,1986-10-10T00:00:00Z,basketball player,Ugandan basketball player (born 1986)
Q139658941,Namugayi Justine,Other / unspecified,7,,,Finance Manager
Q140637970,Nanette Abigail Nsereko,Other sport,7,,swimmer,Ugandan Swimmer
Q139658980,Nannozi Florence,Other / unspecified,7,,,Human Rights Defender
Q120401091,Nansozi K. Muwanga,Academia & education,7,,university teacher,Ugandan political scientist
Q136089140,Nanuyunja Michelle,Other sport,7,,boxer,Ugandan Boxer
Q139658943,Nanyonga Mary,Other / unspecified,7,,,Finance Manager
Q136089129,Nanyunja Shanitah,Other sport,7,,boxer,Ugandan Boxer
Q133463098,Nassim Mutesi,Other sport,7,,netballer,Ugandan netball player
Q134008816,Nassiwa Margaret Musoke,Other sport,7,,,Chess player
Q136734798,Natasha Karungi Kashushu,Other / unspecified,7,1991-02-01T00:00:00Z,performing artist,Ugandan creative
Q134113660,Natulinda Blessed,Arts & entertainment,7,,television actor,Actress
Q140571155,Nazarene Muhindo,Other sport,7,,swimmer,Ugandan Swimmer
Q134267851,Nevia Hope Nabwire,Other sport,7,,wrestler,Ugandan wrestler
Q133839306,Nicole Mulungi,Other sport,7,,tennis player,Ugandan Junior tennis player
Q139658927,Night Grace,Activism & social work,7,,human rights defender,Human Rights Defender
Q133848549,Night Natukunda,Academia & education,7,,researcher,Researcher
Q120799420,Nina Olivia Rugambwa,Academia & education,7,,"librarian, university teacher, researcher","Ugandan librarian, educator and administrator"
Q121279920,Norah Njuba Bwaya,Other / unspecified,7,,trainer,Certified Executive coach in Leadership and organizational Development Specialist
Q139658978,Ojirot Sarah,Activism & social work,7,,human rights defender,Human Rights Defender
Q133848663,Olimo Neema,Other sport,7,,golfer,Golfer
Q130613829,Oliver Adong,Football,7,,association football player,Ugandan Footballer
Q136786606,Olivia Lutaaya,Other / unspecified,7,,,Ugandan Political Activist
Q133839379,Olivia Natukunda,Other sport,7,,tennis player,Ugandan Junior tennis player
Q133853448,Olivia Ziwa,Media & writing,7,,journalist,NBS Journalist Kings Kitchen Show Host/Producer
Q134271098,Olivier Nalwadda,Other sport,7,,"swimmer, swimming coach",Ugandan swimmer
Q133842363,Patience Athieno,Other sport,7,,tennis player,Ugandan tennis player
Q136624157,Patricia Alado,Other sport,7,1994-04-13T00:00:00Z,basketball player,Ugandan basketball player (born 1994)
Q134271311,Patricia Ejalu,Other sport,7,,swimmer,Ugandan swimmer
Q118945342,Patricia Humura,Activism & social work,7,,"human rights defender, health officer","Human rights activist, Youth Representative UCCM Global Fund to fight AIDS, Tuberculosis and Malaria at Uganda AIDS Commission"
Q131363360,Patricia Nabakooza,Arts & entertainment,7,2005-02-21T00:00:00Z,"influencer, dancer","Dancer, Actress, Influencer"
Q130612285,Patricia Naigaga,Football,7,,association football player,Ugandan Footballer
Q134057745,Patricia Nyachwolga,Academia & education,7,,lecturer,University teacher
Q118950051,Patricia Nyasuna,Activism & social work,7,,human rights defender,Ugandan human rights and gender activist
Q133857422,Pauline Bankabwire,Other sport,7,,"athlete, rugby player",Rugby player
Q133848562,Pauline Petra Nalumaga,Academia & education,7,,university teacher,University teacher
Q139801428,Peace Kuteesa Nassanga,Business & finance,7,,"entrepreneur, computer engineer",Ugandan engineer
Q133857498,Peace Lekuru,Other sport,7,,rugby player,Rugby player
Q130613845,Penninah Ruth Akuuku,Football,7,,association football player,Ugandan Footballer
Q133848701,Petra Nalwoga,Other sport,7,,golfer,Golfer
Q130613964,Phiona Catherine Namusoke,Football,7,,association football player,Ugandan Footballer
Q133817082,Phoebe Awere Otala,Politics & government,7,,diplomat,Ugandan politician and diplomat
Q134277207,Precious Namubiru,Other sport,7,,,Beach Woodball player
Q134267528,Pretty Banks,Arts & entertainment,7,,musician,Ugandan musician
Q137440329,Prima Kardashi,Business & finance,7,1993-10-25T00:00:00Z,entrepreneur,"Ugandan media personality, entrepreneur"
Q135176816,Prime Rose Nakasaga,Other sport,7,,netballer,Ugandan netball player
Q136865710,Privah Eliberz Nuwamanya,Other / unspecified,7,,news presenter,media personality in Uganda
Q138161346,Prossy Katusiime,Politics & government,7,,politician,Ugandan Politician
Q139835495,Prossy Nakakande,Other / unspecified,7,,team manager,Ugandan team Manager
Q133895004,Rachael Galinda,Other sport,7,,swimmer,Ugandan swimmer
Q139807079,Rachael Kentenyingi,Other / unspecified,7,,communication specialist,Ugandan communication specialist
Q133884424,Rachael Mufuwa,Other sport,7,,rugby player,Ugandan rugby player
Q136623550,Racheal Aceng,Other sport,7,1995-01-04T00:00:00Z,basketball player,Ugandan basketball player (born 1995)
Q136623543,Racheal Muwanguzi,Other sport,7,1995-03-13T00:00:00Z,basketball player,Ugandan basketball player (born 1995)
Q134054838,Rahma Kalungi Nakasule,Other sport,7,,swimmer,Ugandan swimmer
Q140643335,Rawiyah Kalungi Najjingo,Other sport,7,,swimmer,Ugandan Swimmer
Q133852935,Rebecca Amongi,Other / unspecified,7,,mixed martial arts fighter,Mixed Martial Arts fighter
Q131152357,Rebecca Jjingo,Media & writing,7,,"actor, singer, journalist",Ugandan music artist and radio presenter
Q130354629,Rebecca Nakato,Football,7,,association football player,Ugandan footballer
Q136892908,Rebecca Nambwayo,Other / unspecified,7,,matron,Ugandan
Q130612699,Rebecca Nandhego,Football,7,,association football player,Ugandan Footballer
Q131289706,Rebecca Nanjego,Other / unspecified,7,,"comic, digital artist",Ugandan illustrator known for her feminist-inspired digital art and comic series
Q136902030,Rebecca Rukundo,Other / unspecified,7,,program manager,Ugandan program manager
Q133894801,Rebecca Ssengozi,Other sport,7,,swimmer,Ugandan swimmer
Q136902024,Regina Bafaki,Other / unspecified,7,,director,Ugandan organisation director
Q133828551,Rhoda Ngozi,Other / unspecified,7,,news presenter,UBC News Anchor
Q139658939,Rina Asasira,Other / unspecified,7,,,Procurement Manager
Q134055834,Ritah Nimusiime,Other sport,7,,pool player,Ugandan pool player
Q133892230,Ritta Nadunga,Other sport,7,,rugby player,Ugandan rugby player
Q141265690,Rose N. Kafeero,Other / unspecified,7,,secretary,Ugandan secretary
Q134176446,Rosemary Bulyaba,Academia & education,7,,lecturer,Lecturer
Q141169187,Rosette Byengoma,Politics & government,7,,civil servant,"Ugandan civil servant and Permanent Secretary, Ministry of Defence and Veteran Affairs"
Q133848591,Rukia Bako,Other sport,7,,golfer,Golfer
Q134176348,Ruth Butembe,Academia & education,7,,lecturer,Lecturer
Q133858663,Ruth Mpatawuwa Abankwah,Academia & education,7,,lecturer,Associate Professor of Library and Information Science
Q136951823,Ruth Namata Mbabazi,Arts & entertainment,7,,musician,Ugandan musician
Q138161342,Ruth Namutaawe,Politics & government,7,,politician,Ugandan Politician
Q133861409,Sabina Tumusiime,Other / unspecified,7,,head teacher,Head teacher
Q123631488,Safina Namukwaya,Other / unspecified,7,,,Currently the oldest living woman in Africa to have given birth
Q137994444,Salima Nsibambi Nkuse,Politics & government,7,,politician,Ugandan politician
Q133842298,Sandra Nhissa,Other sport,7,,tennis player,Ugandan Tennis player
Q133463842,Sanya Babirye,Football,7,,association football player,Ugandan football player
Q134276469,Sanyu Mirembe,Other sport,7,,,Beach wood ball player
Q133892574,Sarah Kangana,Other sport,7,,golfer,Golfer
Q111442688,Sarah Mpabwa,Other / unspecified,7,,soldier,Ugandan politician
Q133836221,Sarah Nabachwa,Academia & education,7,,"researcher, lecturer",lecturer and researcher
Q138161340,Sarah Nabirye,Politics & government,7,,politician,Ugandan Politician
Q136892909,Sarah Nabunya,Other / unspecified,7,,chef,Ugandan chef
Q140008274,Sarah Nafuka,Politics & government,7,,politician,Ugandan politician representing PWDs in Mukono
Q140681423,Sarah kansiime,Other sport,7,,,Ugandan swimmer
Q84356558,Scola Scot,Arts & entertainment,7,,actor,Ugandan actress
Q136734530,Sebadduka Esther Kyazike,Academia & education,7,,librarian,Ugandan Library and Information Scientist and Politician
